agent-type,agent-id,triadstack,tick
basic-agents,B-ID-239,[[Oil -1 TS-B-ID-239-T-ID-1] [Trade 2 TS-B-ID-239-T-ID-2] [Persec 1.3 TS-B-ID-239-T-ID-3] [Oil 1 TS-B-ID-239-T-ID-4] [Oil -2 TS-B-ID-239-T-ID-5] [Oil -1.5 TS-B-ID-239-T-ID-6]],0
basic-agents,B-ID-240,[[Oil -1 TS-B-ID-240-T-ID-1] [Trade 2 TS-B-ID-240-T-ID-2] [Persec 1.3 TS-B-ID-240-T-ID-3] [Oil 1 TS-B-ID-240-T-ID-4] [Oil -2 TS-B-ID-240-T-ID-5] [Oil -1.5 TS-B-ID-240-T-ID-6]],0
basic-agents,B-ID-241,[[Oil -1 TS-B-ID-241-T-ID-1] [Trade 2 TS-B-ID-241-T-ID-2] [Persec 1.3 TS-B-ID-241-T-ID-3] [Oil 1 TS-B-ID-241-T-ID-4] [Oil -2 TS-B-ID-241-T-ID-5] [Oil -1.5 TS-B-ID-241-T-ID-6]],0
basic-agents,B-ID-242,[[Oil -1 TS-B-ID-242-T-ID-1] [Trade 2 TS-B-ID-242-T-ID-2] [Persec 1.3 TS-B-ID-242-T-ID-3] [Oil 1 TS-B-ID-242-T-ID-4] [Oil -2 TS-B-ID-242-T-ID-5] [Oil -1.5 TS-B-ID-242-T-ID-6]],0
basic-agents,B-ID-243,[[Oil -1 TS-B-ID-243-T-ID-1] [Trade 2 TS-B-ID-243-T-ID-2] [Persec 1.3 TS-B-ID-243-T-ID-3] [Oil 1 TS-B-ID-243-T-ID-4] [Oil -2 TS-B-ID-243-T-ID-5] [Oil -1.5 TS-B-ID-243-T-ID-6]],0
basic-agents,B-ID-244,[[Oil -1 TS-B-ID-244-T-ID-1] [Trade 2 TS-B-ID-244-T-ID-2] [Persec 1.3 TS-B-ID-244-T-ID-3] [Oil 1 TS-B-ID-244-T-ID-4] [Oil -2 TS-B-ID-244-T-ID-5] [Oil -1.5 TS-B-ID-244-T-ID-6]],0
basic-agents,B-ID-245,[[Oil -1 TS-B-ID-245-T-ID-1] [Trade 2 TS-B-ID-245-T-ID-2] [Persec 1.3 TS-B-ID-245-T-ID-3] [Oil 1 TS-B-ID-245-T-ID-4] [Oil -2 TS-B-ID-245-T-ID-5] [Oil -1.5 TS-B-ID-245-T-ID-6]],0
basic-agents,B-ID-246,[[Oil -1 TS-B-ID-246-T-ID-1] [Trade 2 TS-B-ID-246-T-ID-2] [Persec 1.3 TS-B-ID-246-T-ID-3] [Oil 1 TS-B-ID-246-T-ID-4] [Oil -2 TS-B-ID-246-T-ID-5] [Oil -1.5 TS-B-ID-246-T-ID-6]],0
basic-agents,B-ID-247,[[Oil -1 TS-B-ID-247-T-ID-1] [Trade 2 TS-B-ID-247-T-ID-2] [Persec 1.3 TS-B-ID-247-T-ID-3] [Oil 1 TS-B-ID-247-T-ID-4] [Oil -2 TS-B-ID-247-T-ID-5] [Oil -1.5 TS-B-ID-247-T-ID-6]],0
basic-agents,B-ID-248,[[Oil -1 TS-B-ID-248-T-ID-1] [Trade 2 TS-B-ID-248-T-ID-2] [Persec 1.3 TS-B-ID-248-T-ID-3] [Oil 1 TS-B-ID-248-T-ID-4] [Oil -2 TS-B-ID-248-T-ID-5] [Oil -1.5 TS-B-ID-248-T-ID-6]],0
basic-agents,B-ID-249,[[Oil -1 TS-B-ID-249-T-ID-1] [Trade 2 TS-B-ID-249-T-ID-2] [Persec 1.3 TS-B-ID-249-T-ID-3] [Oil 1 TS-B-ID-249-T-ID-4] [Oil -2 TS-B-ID-249-T-ID-5] [Oil -1.5 TS-B-ID-249-T-ID-6]],0
basic-agents,B-ID-250,[[Oil -1 TS-B-ID-250-T-ID-1] [Trade 2 TS-B-ID-250-T-ID-2] [Persec 1.3 TS-B-ID-250-T-ID-3] [Oil 1 TS-B-ID-250-T-ID-4] [Oil -2 TS-B-ID-250-T-ID-5] [Oil -1.5 TS-B-ID-250-T-ID-6]],0
basic-agents,B-ID-251,[[Oil -1 TS-B-ID-251-T-ID-1] [Trade 2 TS-B-ID-251-T-ID-2] [Persec 1.3 TS-B-ID-251-T-ID-3] [Oil 1 TS-B-ID-251-T-ID-4] [Oil -2 TS-B-ID-251-T-ID-5] [Oil -1.5 TS-B-ID-251-T-ID-6]],0
basic-agents,B-ID-252,[[Oil -1 TS-B-ID-252-T-ID-1] [Trade 2 TS-B-ID-252-T-ID-2] [Persec 1.3 TS-B-ID-252-T-ID-3] [Oil 1 TS-B-ID-252-T-ID-4] [Oil -2 TS-B-ID-252-T-ID-5] [Oil -1.5 TS-B-ID-252-T-ID-6]],0
basic-agents,B-ID-253,[[Oil -1 TS-B-ID-253-T-ID-1] [Trade 2 TS-B-ID-253-T-ID-2] [Persec 1.3 TS-B-ID-253-T-ID-3] [Oil 1 TS-B-ID-253-T-ID-4] [Oil -2 TS-B-ID-253-T-ID-5] [Oil -1.5 TS-B-ID-253-T-ID-6]],0
basic-agents,B-ID-254,[[Oil -1 TS-B-ID-254-T-ID-1] [Trade 2 TS-B-ID-254-T-ID-2] [Persec 1.3 TS-B-ID-254-T-ID-3] [Oil 1 TS-B-ID-254-T-ID-4] [Oil -2 TS-B-ID-254-T-ID-5] [Oil -1.5 TS-B-ID-254-T-ID-6]],0
basic-agents,B-ID-255,[[Oil -1 TS-B-ID-255-T-ID-1] [Trade 2 TS-B-ID-255-T-ID-2] [Persec 1.3 TS-B-ID-255-T-ID-3] [Oil 1 TS-B-ID-255-T-ID-4] [Oil -2 TS-B-ID-255-T-ID-5] [Oil -1.5 TS-B-ID-255-T-ID-6]],0
basic-agents,B-ID-256,[[Oil -1 TS-B-ID-256-T-ID-1] [Trade 2 TS-B-ID-256-T-ID-2] [Persec 1.3 TS-B-ID-256-T-ID-3] [Oil 1 TS-B-ID-256-T-ID-4] [Oil -2 TS-B-ID-256-T-ID-5] [Oil -1.5 TS-B-ID-256-T-ID-6]],0
basic-agents,B-ID-257,[[Oil -1 TS-B-ID-257-T-ID-1] [Trade 2 TS-B-ID-257-T-ID-2] [Persec 1.3 TS-B-ID-257-T-ID-3] [Oil 1 TS-B-ID-257-T-ID-4] [Oil -2 TS-B-ID-257-T-ID-5] [Oil -1.5 TS-B-ID-257-T-ID-6]],0
basic-agents,B-ID-258,[[Oil -1 TS-B-ID-258-T-ID-1] [Trade 2 TS-B-ID-258-T-ID-2] [Persec 1.3 TS-B-ID-258-T-ID-3] [Oil 1 TS-B-ID-258-T-ID-4] [Oil -2 TS-B-ID-258-T-ID-5] [Oil -1.5 TS-B-ID-258-T-ID-6]],0
basic-agents,B-ID-259,[[Oil -1 TS-B-ID-259-T-ID-1] [Trade 2 TS-B-ID-259-T-ID-2] [Persec 1.3 TS-B-ID-259-T-ID-3] [Oil 1 TS-B-ID-259-T-ID-4] [Oil -2 TS-B-ID-259-T-ID-5] [Oil -1.5 TS-B-ID-259-T-ID-6]],0
basic-agents,B-ID-260,[[Oil -1 TS-B-ID-260-T-ID-1] [Trade 2 TS-B-ID-260-T-ID-2] [Persec 1.3 TS-B-ID-260-T-ID-3] [Oil 1 TS-B-ID-260-T-ID-4] [Oil -2 TS-B-ID-260-T-ID-5] [Oil -1.5 TS-B-ID-260-T-ID-6]],0
basic-agents,B-ID-261,[[Oil -1 TS-B-ID-261-T-ID-1] [Trade 2 TS-B-ID-261-T-ID-2] [Persec 1.3 TS-B-ID-261-T-ID-3] [Oil 1 TS-B-ID-261-T-ID-4] [Oil -2 TS-B-ID-261-T-ID-5] [Oil -1.5 TS-B-ID-261-T-ID-6]],0
basic-agents,B-ID-262,[[Oil -1 TS-B-ID-262-T-ID-1] [Trade 2 TS-B-ID-262-T-ID-2] [Persec 1.3 TS-B-ID-262-T-ID-3] [Oil 1 TS-B-ID-262-T-ID-4] [Oil -2 TS-B-ID-262-T-ID-5] [Oil -1.5 TS-B-ID-262-T-ID-6]],0
basic-agents,B-ID-263,[[Oil -1 TS-B-ID-263-T-ID-1] [Trade 2 TS-B-ID-263-T-ID-2] [Persec 1.3 TS-B-ID-263-T-ID-3] [Oil 1 TS-B-ID-263-T-ID-4] [Oil -2 TS-B-ID-263-T-ID-5] [Oil -1.5 TS-B-ID-263-T-ID-6]],0
basic-agents,B-ID-264,[[Oil -1 TS-B-ID-264-T-ID-1] [Trade 2 TS-B-ID-264-T-ID-2] [Persec 1.3 TS-B-ID-264-T-ID-3] [Oil 1 TS-B-ID-264-T-ID-4] [Oil -2 TS-B-ID-264-T-ID-5] [Oil -1.5 TS-B-ID-264-T-ID-6]],0
basic-agents,B-ID-265,[[Oil -1 TS-B-ID-265-T-ID-1] [Trade 2 TS-B-ID-265-T-ID-2] [Persec 1.3 TS-B-ID-265-T-ID-3] [Oil 1 TS-B-ID-265-T-ID-4] [Oil -2 TS-B-ID-265-T-ID-5] [Oil -1.5 TS-B-ID-265-T-ID-6]],0
basic-agents,B-ID-266,[[Oil -1 TS-B-ID-266-T-ID-1] [Trade 2 TS-B-ID-266-T-ID-2] [Persec 1.3 TS-B-ID-266-T-ID-3] [Oil 1 TS-B-ID-266-T-ID-4] [Oil -2 TS-B-ID-266-T-ID-5] [Oil -1.5 TS-B-ID-266-T-ID-6]],0
basic-agents,B-ID-267,[[Oil -1 TS-B-ID-267-T-ID-1] [Trade 2 TS-B-ID-267-T-ID-2] [Persec 1.3 TS-B-ID-267-T-ID-3] [Oil 1 TS-B-ID-267-T-ID-4] [Oil -2 TS-B-ID-267-T-ID-5] [Oil -1.5 TS-B-ID-267-T-ID-6]],0
basic-agents,B-ID-268,[[Oil -1 TS-B-ID-268-T-ID-1] [Trade 2 TS-B-ID-268-T-ID-2] [Persec 1.3 TS-B-ID-268-T-ID-3] [Oil 1 TS-B-ID-268-T-ID-4] [Oil -2 TS-B-ID-268-T-ID-5] [Oil -1.5 TS-B-ID-268-T-ID-6]],0
basic-agents,B-ID-269,[[Oil -1 TS-B-ID-269-T-ID-1] [Trade 2 TS-B-ID-269-T-ID-2] [Persec 1.3 TS-B-ID-269-T-ID-3] [Oil 1 TS-B-ID-269-T-ID-4] [Oil -2 TS-B-ID-269-T-ID-5] [Oil -1.5 TS-B-ID-269-T-ID-6]],0
basic-agents,B-ID-270,[[Oil -1 TS-B-ID-270-T-ID-1] [Trade 2 TS-B-ID-270-T-ID-2] [Persec 1.3 TS-B-ID-270-T-ID-3] [Oil 1 TS-B-ID-270-T-ID-4] [Oil -2 TS-B-ID-270-T-ID-5] [Oil -1.5 TS-B-ID-270-T-ID-6]],0
basic-agents,B-ID-271,[[Oil -1 TS-B-ID-271-T-ID-1] [Trade 2 TS-B-ID-271-T-ID-2] [Persec 1.3 TS-B-ID-271-T-ID-3] [Oil 1 TS-B-ID-271-T-ID-4] [Oil -2 TS-B-ID-271-T-ID-5] [Oil -1.5 TS-B-ID-271-T-ID-6]],0
basic-agents,B-ID-272,[[Oil -1 TS-B-ID-272-T-ID-1] [Trade 2 TS-B-ID-272-T-ID-2] [Persec 1.3 TS-B-ID-272-T-ID-3] [Oil 1 TS-B-ID-272-T-ID-4] [Oil -2 TS-B-ID-272-T-ID-5] [Oil -1.5 TS-B-ID-272-T-ID-6]],0
basic-agents,B-ID-273,[[Oil -1 TS-B-ID-273-T-ID-1] [Trade 2 TS-B-ID-273-T-ID-2] [Persec 1.3 TS-B-ID-273-T-ID-3] [Oil 1 TS-B-ID-273-T-ID-4] [Oil -2 TS-B-ID-273-T-ID-5] [Oil -1.5 TS-B-ID-273-T-ID-6]],0
basic-agents,B-ID-274,[[Oil -1 TS-B-ID-274-T-ID-1] [Trade 2 TS-B-ID-274-T-ID-2] [Persec 1.3 TS-B-ID-274-T-ID-3] [Oil 1 TS-B-ID-274-T-ID-4] [Oil -2 TS-B-ID-274-T-ID-5] [Oil -1.5 TS-B-ID-274-T-ID-6]],0
basic-agents,B-ID-275,[[Oil -1 TS-B-ID-275-T-ID-1] [Trade 2 TS-B-ID-275-T-ID-2] [Persec 1.3 TS-B-ID-275-T-ID-3] [Oil 1 TS-B-ID-275-T-ID-4] [Oil -2 TS-B-ID-275-T-ID-5] [Oil -1.5 TS-B-ID-275-T-ID-6]],0
basic-agents,B-ID-276,[[Oil -1 TS-B-ID-276-T-ID-1] [Trade 2 TS-B-ID-276-T-ID-2] [Persec 1.3 TS-B-ID-276-T-ID-3] [Oil 1 TS-B-ID-276-T-ID-4] [Oil -2 TS-B-ID-276-T-ID-5] [Oil -1.5 TS-B-ID-276-T-ID-6]],0
basic-agents,B-ID-277,[[Oil -1 TS-B-ID-277-T-ID-1] [Trade 2 TS-B-ID-277-T-ID-2] [Persec 1.3 TS-B-ID-277-T-ID-3] [Oil 1 TS-B-ID-277-T-ID-4] [Oil -2 TS-B-ID-277-T-ID-5] [Oil -1.5 TS-B-ID-277-T-ID-6]],0
basic-agents,B-ID-278,[[Oil -1 TS-B-ID-278-T-ID-1] [Trade 2 TS-B-ID-278-T-ID-2] [Persec 1.3 TS-B-ID-278-T-ID-3] [Oil 1 TS-B-ID-278-T-ID-4] [Oil -2 TS-B-ID-278-T-ID-5] [Oil -1.5 TS-B-ID-278-T-ID-6]],0
basic-agents,B-ID-279,[[Oil -1 TS-B-ID-279-T-ID-1] [Trade 2 TS-B-ID-279-T-ID-2] [Persec 1.3 TS-B-ID-279-T-ID-3] [Oil 1 TS-B-ID-279-T-ID-4] [Oil -2 TS-B-ID-279-T-ID-5] [Oil -1.5 TS-B-ID-279-T-ID-6]],0
basic-agents,B-ID-280,[[Oil -1 TS-B-ID-280-T-ID-1] [Trade 2 TS-B-ID-280-T-ID-2] [Persec 1.3 TS-B-ID-280-T-ID-3] [Oil 1 TS-B-ID-280-T-ID-4] [Oil -2 TS-B-ID-280-T-ID-5] [Oil -1.5 TS-B-ID-280-T-ID-6]],0
basic-agents,B-ID-281,[[Oil -1 TS-B-ID-281-T-ID-1] [Trade 2 TS-B-ID-281-T-ID-2] [Persec 1.3 TS-B-ID-281-T-ID-3] [Oil 1 TS-B-ID-281-T-ID-4] [Oil -2 TS-B-ID-281-T-ID-5] [Oil -1.5 TS-B-ID-281-T-ID-6]],0
basic-agents,B-ID-282,[[Oil -1 TS-B-ID-282-T-ID-1] [Trade 2 TS-B-ID-282-T-ID-2] [Persec 1.3 TS-B-ID-282-T-ID-3] [Oil 1 TS-B-ID-282-T-ID-4] [Oil -2 TS-B-ID-282-T-ID-5] [Oil -1.5 TS-B-ID-282-T-ID-6]],0
basic-agents,B-ID-283,[[Oil -1 TS-B-ID-283-T-ID-1] [Trade 2 TS-B-ID-283-T-ID-2] [Persec 1.3 TS-B-ID-283-T-ID-3] [Oil 1 TS-B-ID-283-T-ID-4] [Oil -2 TS-B-ID-283-T-ID-5] [Oil -1.5 TS-B-ID-283-T-ID-6]],0
basic-agents,B-ID-284,[[Oil -1 TS-B-ID-284-T-ID-1] [Trade 2 TS-B-ID-284-T-ID-2] [Persec 1.3 TS-B-ID-284-T-ID-3] [Oil 1 TS-B-ID-284-T-ID-4] [Oil -2 TS-B-ID-284-T-ID-5] [Oil -1.5 TS-B-ID-284-T-ID-6]],0
basic-agents,B-ID-285,[[Oil -1 TS-B-ID-285-T-ID-1] [Trade 2 TS-B-ID-285-T-ID-2] [Persec 1.3 TS-B-ID-285-T-ID-3] [Oil 1 TS-B-ID-285-T-ID-4] [Oil -2 TS-B-ID-285-T-ID-5] [Oil -1.5 TS-B-ID-285-T-ID-6]],0
basic-agents,B-ID-286,[[Oil -1 TS-B-ID-286-T-ID-1] [Trade 2 TS-B-ID-286-T-ID-2] [Persec 1.3 TS-B-ID-286-T-ID-3] [Oil 1 TS-B-ID-286-T-ID-4] [Oil -2 TS-B-ID-286-T-ID-5] [Oil -1.5 TS-B-ID-286-T-ID-6]],0
basic-agents,B-ID-287,[[Oil -1 TS-B-ID-287-T-ID-1] [Trade 2 TS-B-ID-287-T-ID-2] [Persec 1.3 TS-B-ID-287-T-ID-3] [Oil 1 TS-B-ID-287-T-ID-4] [Oil -2 TS-B-ID-287-T-ID-5] [Oil -1.5 TS-B-ID-287-T-ID-6]],0
basic-agents,B-ID-288,[[Oil -1 TS-B-ID-288-T-ID-1] [Trade 2 TS-B-ID-288-T-ID-2] [Persec 1.3 TS-B-ID-288-T-ID-3] [Oil 1 TS-B-ID-288-T-ID-4] [Oil -2 TS-B-ID-288-T-ID-5] [Oil -1.5 TS-B-ID-288-T-ID-6]],0
basic-agents,B-ID-289,[[Oil -1 TS-B-ID-289-T-ID-1] [Trade 2 TS-B-ID-289-T-ID-2] [Persec 1.3 TS-B-ID-289-T-ID-3] [Oil 1 TS-B-ID-289-T-ID-4] [Oil -2 TS-B-ID-289-T-ID-5] [Oil -1.5 TS-B-ID-289-T-ID-6]],0
basic-agents,B-ID-290,[[Oil -1 TS-B-ID-290-T-ID-1] [Trade 2 TS-B-ID-290-T-ID-2] [Persec 1.3 TS-B-ID-290-T-ID-3] [Oil 1 TS-B-ID-290-T-ID-4] [Oil -2 TS-B-ID-290-T-ID-5] [Oil -1.5 TS-B-ID-290-T-ID-6]],0
basic-agents,B-ID-291,[[Oil -1 TS-B-ID-291-T-ID-1] [Trade 2 TS-B-ID-291-T-ID-2] [Persec 1.3 TS-B-ID-291-T-ID-3] [Oil 1 TS-B-ID-291-T-ID-4] [Oil -2 TS-B-ID-291-T-ID-5] [Oil -1.5 TS-B-ID-291-T-ID-6]],0
basic-agents,B-ID-292,[[Oil -1 TS-B-ID-292-T-ID-1] [Trade 2 TS-B-ID-292-T-ID-2] [Persec 1.3 TS-B-ID-292-T-ID-3] [Oil 1 TS-B-ID-292-T-ID-4] [Oil -2 TS-B-ID-292-T-ID-5] [Oil -1.5 TS-B-ID-292-T-ID-6]],0
basic-agents,B-ID-293,[[Oil -1 TS-B-ID-293-T-ID-1] [Trade 2 TS-B-ID-293-T-ID-2] [Persec 1.3 TS-B-ID-293-T-ID-3] [Oil 1 TS-B-ID-293-T-ID-4] [Oil -2 TS-B-ID-293-T-ID-5] [Oil -1.5 TS-B-ID-293-T-ID-6]],0
basic-agents,B-ID-294,[[Oil -1 TS-B-ID-294-T-ID-1] [Trade 2 TS-B-ID-294-T-ID-2] [Persec 1.3 TS-B-ID-294-T-ID-3] [Oil 1 TS-B-ID-294-T-ID-4] [Oil -2 TS-B-ID-294-T-ID-5] [Oil -1.5 TS-B-ID-294-T-ID-6]],0
basic-agents,B-ID-295,[[Oil -1 TS-B-ID-295-T-ID-1] [Trade 2 TS-B-ID-295-T-ID-2] [Persec 1.3 TS-B-ID-295-T-ID-3] [Oil 1 TS-B-ID-295-T-ID-4] [Oil -2 TS-B-ID-295-T-ID-5] [Oil -1.5 TS-B-ID-295-T-ID-6]],0
basic-agents,B-ID-296,[[Oil -1 TS-B-ID-296-T-ID-1] [Trade 2 TS-B-ID-296-T-ID-2] [Persec 1.3 TS-B-ID-296-T-ID-3] [Oil 1 TS-B-ID-296-T-ID-4] [Oil -2 TS-B-ID-296-T-ID-5] [Oil -1.5 TS-B-ID-296-T-ID-6]],0
basic-agents,B-ID-297,[[Oil -1 TS-B-ID-297-T-ID-1] [Trade 2 TS-B-ID-297-T-ID-2] [Persec 1.3 TS-B-ID-297-T-ID-3] [Oil 1 TS-B-ID-297-T-ID-4] [Oil -2 TS-B-ID-297-T-ID-5] [Oil -1.5 TS-B-ID-297-T-ID-6]],0
basic-agents,B-ID-298,[[Oil -1 TS-B-ID-298-T-ID-1] [Trade 2 TS-B-ID-298-T-ID-2] [Persec 1.3 TS-B-ID-298-T-ID-3] [Oil 1 TS-B-ID-298-T-ID-4] [Oil -2 TS-B-ID-298-T-ID-5] [Oil -1.5 TS-B-ID-298-T-ID-6]],0
basic-agents,B-ID-299,[[Oil -1 TS-B-ID-299-T-ID-1] [Trade 2 TS-B-ID-299-T-ID-2] [Persec 1.3 TS-B-ID-299-T-ID-3] [Oil 1 TS-B-ID-299-T-ID-4] [Oil -2 TS-B-ID-299-T-ID-5] [Oil -1.5 TS-B-ID-299-T-ID-6]],0
basic-agents,B-ID-300,[[Oil -1 TS-B-ID-300-T-ID-1] [Trade 2 TS-B-ID-300-T-ID-2] [Persec 1.3 TS-B-ID-300-T-ID-3] [Oil 1 TS-B-ID-300-T-ID-4] [Oil -2 TS-B-ID-300-T-ID-5] [Oil -1.5 TS-B-ID-300-T-ID-6]],0
basic-agents,B-ID-301,[[Oil -1 TS-B-ID-301-T-ID-1] [Trade 2 TS-B-ID-301-T-ID-2] [Persec 1.3 TS-B-ID-301-T-ID-3] [Oil 1 TS-B-ID-301-T-ID-4] [Oil -2 TS-B-ID-301-T-ID-5] [Oil -1.5 TS-B-ID-301-T-ID-6]],0
basic-agents,B-ID-302,[[Oil -1 TS-B-ID-302-T-ID-1] [Trade 2 TS-B-ID-302-T-ID-2] [Persec 1.3 TS-B-ID-302-T-ID-3] [Oil 1 TS-B-ID-302-T-ID-4] [Oil -2 TS-B-ID-302-T-ID-5] [Oil -1.5 TS-B-ID-302-T-ID-6]],0
basic-agents,B-ID-303,[[Oil -1 TS-B-ID-303-T-ID-1] [Trade 2 TS-B-ID-303-T-ID-2] [Persec 1.3 TS-B-ID-303-T-ID-3] [Oil 1 TS-B-ID-303-T-ID-4] [Oil -2 TS-B-ID-303-T-ID-5] [Oil -1.5 TS-B-ID-303-T-ID-6]],0
basic-agents,B-ID-304,[[Oil -1 TS-B-ID-304-T-ID-1] [Trade 2 TS-B-ID-304-T-ID-2] [Persec 1.3 TS-B-ID-304-T-ID-3] [Oil 1 TS-B-ID-304-T-ID-4] [Oil -2 TS-B-ID-304-T-ID-5] [Oil -1.5 TS-B-ID-304-T-ID-6]],0
basic-agents,B-ID-305,[[Oil -1 TS-B-ID-305-T-ID-1] [Trade 2 TS-B-ID-305-T-ID-2] [Persec 1.3 TS-B-ID-305-T-ID-3] [Oil 1 TS-B-ID-305-T-ID-4] [Oil -2 TS-B-ID-305-T-ID-5] [Oil -1.5 TS-B-ID-305-T-ID-6]],0
basic-agents,B-ID-306,[[Oil -1 TS-B-ID-306-T-ID-1] [Trade 2 TS-B-ID-306-T-ID-2] [Persec 1.3 TS-B-ID-306-T-ID-3] [Oil 1 TS-B-ID-306-T-ID-4] [Oil -2 TS-B-ID-306-T-ID-5] [Oil -1.5 TS-B-ID-306-T-ID-6]],0
basic-agents,B-ID-307,[[Oil -1 TS-B-ID-307-T-ID-1] [Trade 2 TS-B-ID-307-T-ID-2] [Persec 1.3 TS-B-ID-307-T-ID-3] [Oil 1 TS-B-ID-307-T-ID-4] [Oil -2 TS-B-ID-307-T-ID-5] [Oil -1.5 TS-B-ID-307-T-ID-6]],0
basic-agents,B-ID-308,[[Oil -1 TS-B-ID-308-T-ID-1] [Trade 2 TS-B-ID-308-T-ID-2] [Persec 1.3 TS-B-ID-308-T-ID-3] [Oil 1 TS-B-ID-308-T-ID-4] [Oil -2 TS-B-ID-308-T-ID-5] [Oil -1.5 TS-B-ID-308-T-ID-6]],0
basic-agents,B-ID-309,[[Oil -1 TS-B-ID-309-T-ID-1] [Trade 2 TS-B-ID-309-T-ID-2] [Persec 1.3 TS-B-ID-309-T-ID-3] [Oil 1 TS-B-ID-309-T-ID-4] [Oil -2 TS-B-ID-309-T-ID-5] [Oil -1.5 TS-B-ID-309-T-ID-6]],0
basic-agents,B-ID-310,[[Oil -1 TS-B-ID-310-T-ID-1] [Trade 2 TS-B-ID-310-T-ID-2] [Persec 1.3 TS-B-ID-310-T-ID-3] [Oil 1 TS-B-ID-310-T-ID-4] [Oil -2 TS-B-ID-310-T-ID-5] [Oil -1.5 TS-B-ID-310-T-ID-6]],0
basic-agents,B-ID-311,[[Oil -1 TS-B-ID-311-T-ID-1] [Trade 2 TS-B-ID-311-T-ID-2] [Persec 1.3 TS-B-ID-311-T-ID-3] [Oil 1 TS-B-ID-311-T-ID-4] [Oil -2 TS-B-ID-311-T-ID-5] [Oil -1.5 TS-B-ID-311-T-ID-6]],0
basic-agents,B-ID-312,[[Oil -1 TS-B-ID-312-T-ID-1] [Trade 2 TS-B-ID-312-T-ID-2] [Persec 1.3 TS-B-ID-312-T-ID-3] [Oil 1 TS-B-ID-312-T-ID-4] [Oil -2 TS-B-ID-312-T-ID-5] [Oil -1.5 TS-B-ID-312-T-ID-6]],0
basic-agents,B-ID-313,[[Oil -1 TS-B-ID-313-T-ID-1] [Trade 2 TS-B-ID-313-T-ID-2] [Persec 1.3 TS-B-ID-313-T-ID-3] [Oil 1 TS-B-ID-313-T-ID-4] [Oil -2 TS-B-ID-313-T-ID-5] [Oil -1.5 TS-B-ID-313-T-ID-6]],0
basic-agents,B-ID-314,[[Oil -1 TS-B-ID-314-T-ID-1] [Trade 2 TS-B-ID-314-T-ID-2] [Persec 1.3 TS-B-ID-314-T-ID-3] [Oil 1 TS-B-ID-314-T-ID-4] [Oil -2 TS-B-ID-314-T-ID-5] [Oil -1.5 TS-B-ID-314-T-ID-6]],0
basic-agents,B-ID-315,[[Oil -1 TS-B-ID-315-T-ID-1] [Trade 2 TS-B-ID-315-T-ID-2] [Persec 1.3 TS-B-ID-315-T-ID-3] [Oil 1 TS-B-ID-315-T-ID-4] [Oil -2 TS-B-ID-315-T-ID-5] [Oil -1.5 TS-B-ID-315-T-ID-6]],0
basic-agents,B-ID-316,[[Oil -1 TS-B-ID-316-T-ID-1] [Trade 2 TS-B-ID-316-T-ID-2] [Persec 1.3 TS-B-ID-316-T-ID-3] [Oil 1 TS-B-ID-316-T-ID-4] [Oil -2 TS-B-ID-316-T-ID-5] [Oil -1.5 TS-B-ID-316-T-ID-6]],0
basic-agents,B-ID-317,[[Oil -1 TS-B-ID-317-T-ID-1] [Trade 2 TS-B-ID-317-T-ID-2] [Persec 1.3 TS-B-ID-317-T-ID-3] [Oil 1 TS-B-ID-317-T-ID-4] [Oil -2 TS-B-ID-317-T-ID-5] [Oil -1.5 TS-B-ID-317-T-ID-6]],0
basic-agents,B-ID-318,[[Oil -1 TS-B-ID-318-T-ID-1] [Trade 2 TS-B-ID-318-T-ID-2] [Persec 1.3 TS-B-ID-318-T-ID-3] [Oil 1 TS-B-ID-318-T-ID-4] [Oil -2 TS-B-ID-318-T-ID-5] [Oil -1.5 TS-B-ID-318-T-ID-6]],0
basic-agents,B-ID-319,[[Oil -1 TS-B-ID-319-T-ID-1] [Trade 2 TS-B-ID-319-T-ID-2] [Persec 1.3 TS-B-ID-319-T-ID-3] [Oil 1 TS-B-ID-319-T-ID-4] [Oil -2 TS-B-ID-319-T-ID-5] [Oil -1.5 TS-B-ID-319-T-ID-6]],0
basic-agents,B-ID-320,[[Oil -1 TS-B-ID-320-T-ID-1] [Trade 2 TS-B-ID-320-T-ID-2] [Persec 1.3 TS-B-ID-320-T-ID-3] [Oil 1 TS-B-ID-320-T-ID-4] [Oil -2 TS-B-ID-320-T-ID-5] [Oil -1.5 TS-B-ID-320-T-ID-6]],0
basic-agents,B-ID-321,[[Oil -1 TS-B-ID-321-T-ID-1] [Trade 2 TS-B-ID-321-T-ID-2] [Persec 1.3 TS-B-ID-321-T-ID-3] [Oil 1 TS-B-ID-321-T-ID-4] [Oil -2 TS-B-ID-321-T-ID-5] [Oil -1.5 TS-B-ID-321-T-ID-6]],0
basic-agents,B-ID-322,[[Oil -1 TS-B-ID-322-T-ID-1] [Trade 2 TS-B-ID-322-T-ID-2] [Persec 1.3 TS-B-ID-322-T-ID-3] [Oil 1 TS-B-ID-322-T-ID-4] [Oil -2 TS-B-ID-322-T-ID-5] [Oil -1.5 TS-B-ID-322-T-ID-6]],0
